title,budget,revenue,popularity,vote_average,vote_count,runtime,primary_genre,season,release_year,ROI,investment_success,success_probability,investment_decision,budget_M,revenue_M
Doctor Dolittle,71000000,294456605,21.462935,5.4,686,85.0,Comedy,Summer,1998,4.147276126760564,1,40.8,Check the details,71.0,294.5
Signs,72000000,408247917,28.848187,6.4,1599,106.0,Drama,Summer,2002,5.670109958333334,1,77.1,Invest with confidence,72.0,408.2
Shrek 2,150000000,919838758,47.320801,6.7,2988,93.0,Adventure,Spring,2004,6.132258386666667,1,92.4,Invest with confidence,150.0,919.8
Cars,120000000,461983149,82.643036,6.6,3877,117.0,Animation,Summer,2006,3.849859575,1,97.0,Invest with confidence,120.0,462.0
Runaway Bride,70000000,309457509,20.230535,5.7,455,116.0,Comedy,Summer,1999,4.420821557142857,1,39.2,Check the details,70.0,309.5
xXx,70000000,277448382,46.217769,5.8,1424,124.0,Action,Summer,2002,3.963548314285714,1,71.8,Invest with confidence,70.0,277.4
The SpongeBob Movie: Sponge Out of Water,74000000,311594032,36.952268,5.8,719,93.0,Animation,Off-Season,2015,4.210730162162162,1,38.0,Check the details,74.0,311.6
Ransom,80000000,309492681,16.411345,6.4,470,117.0,Action,Holiday,1996,3.8686585125,1,36.8,Check the details,80.0,309.5
Inglourious Basterds,70000000,319131050,72.595961,7.9,6430,153.0,Drama,Summer,2009,4.559015,1,95.5,Invest with confidence,70.0,319.1
Hook,70000000,300854823,33.648404,6.6,1532,144.0,Adventure,Holiday,1991,4.297926042857143,1,78.9,Invest with confidence,70.0,300.9
Die Hard 2,70000000,240031094,57.69847,6.6,1896,124.0,Action,Summer,1990,3.4290156285714284,1,72.6,Invest with confidence,70.0,240.0
S.W.A.T.,80000000,116643346,34.052253,5.8,770,117.0,Action,Summer,2003,1.458041825,0,31.4,Do not invest,80.0,116.6
Vanilla Sky,68000000,203388341,27.299301,6.5,1078,136.0,Drama,Holiday,2001,2.991005014705882,1,71.8,Invest with confidence,68.0,203.4
Lady in the Water,75000000,42285169,20.219385,5.3,409,110.0,Drama,Summer,2006,0.5638022533333333,0,27.3,Do not invest,75.0,42.3
AVP: Alien vs. Predator,70000000,171183863,42.957216,5.5,1217,101.0,Adventure,Summer,2004,2.445483757142857,1,71.3,Invest with confidence,70.0,171.2
Alvin and the Chipmunks: The Squeakquel,75000000,443140005,29.412262,5.4,666,88.0,Comedy,Holiday,2009,5.9085334,1,64.6,Invest with caution,75.0,443.1
We Were Soldiers,75000000,114660784,19.708731,6.7,521,138.0,Action,Spring,2002,1.5288104533333333,0,30.7,Do not invest,75.0,114.7
Olympus Has Fallen,70000000,161025640,59.428223,6.2,2981,120.0,Action,Spring,2013,2.300366285714286,1,91.9,Invest with confidence,70.0,161.0
Star Trek: Insurrection,70000000,118000000,19.711951,6.3,391,103.0,Science Fiction,Holiday,1998,1.6857142857142857,0,19.4,Do not invest,70.0,118.0
Battle: Los Angeles,70000000,202466756,49.199234,5.5,1448,116.0,Action,Spring,2011,2.8923822285714285,1,66.3,Invest with caution,70.0,202.5
Big Fish,70000000,122919055,46.199482,7.6,1994,125.0,Adventure,Holiday,2003,1.7559865,0,74.6,Invest with confidence,70.0,122.9
War Horse,66000000,177584879,29.505574,7.0,992,146.0,Drama,Holiday,2011,2.690679984848485,1,73.7,Invest with confidence,66.0,177.6
The Monuments Men,70000000,154984035,43.873266,5.8,1523,118.0,War,Off-Season,2014,2.214057642857143,1,70.2,Invest with confidence,70.0,155.0
The Abyss,70000000,90000098,24.961625,7.1,808,139.0,Adventure,Summer,1989,1.2857156857142857,0,27.2,Do not invest,70.0,90.0
Wall Street: Money Never Sleeps,70000000,134748021,23.25645,5.8,493,133.0,Drama,Off-Season,2010,1.9249717285714285,0,31.2,Do not invest,70.0,134.7
Dracula Untold,70000000,215529201,64.457947,6.2,2389,92.0,Horror,Off-Season,2014,3.078988585714286,1,92.5,Invest with confidence,70.0,215.5
The Siege,70000000,116672912,20.089933,6.0,352,116.0,Drama,Holiday,1998,1.6667558857142857,0,23.5,Do not invest,70.0,116.7
Stardust,70000000,135560026,48.032734,7.1,1184,127.0,Adventure,Summer,2007,1.9365718,0,54.4,Invest with caution,70.0,135.6
Seven Years in Tibet,70000000,131457682,16.92991,7.0,630,136.0,Adventure,Off-Season,1997,1.8779668857142857,0,29.7,Do not invest,70.0,131.5
The Dilemma,70000000,67112664,14.780634,5.2,304,111.0,Comedy,Off-Season,2011,0.9587523428571428,0,19.9,Do not invest,70.0,67.1
Bad Company,70000000,65977295,14.086292,5.4,228,116.0,Action,Summer,2002,0.9425327857142857,0,12.0,Do not invest,70.0,66.0
Doom,60000000,55987321,29.261348,5.0,609,105.0,Adventure,Off-Season,2005,0.9331220166666667,0,28.2,Do not invest,60.0,56.0
I Spy,70000000,33561137,13.267631,5.2,269,97.0,Action,Off-Season,2002,0.4794448142857143,0,10.4,Do not invest,70.0,33.6
Underworld: Awakening,70000000,160112671,58.401204,6.1,1862,88.0,Fantasy,Off-Season,2012,2.2873238714285713,1,83.5,Invest with confidence,70.0,160.1
Rock of Ages,75000000,59418613,23.515938,6.0,385,123.0,Comedy,Summer,2012,0.7922481733333333,0,29.1,Do not invest,75.0,59.4
Hart's War,70000000,32287044,14.244518,5.9,241,125.0,Drama,Off-Season,2002,0.4612434857142857,0,10.5,Do not invest,70.0,32.3
Killer Elite,66000000,57777106,29.501489,6.1,695,116.0,Action,Off-Season,2011,0.875410696969697,0,23.0,Do not invest,66.0,57.8
Ballistic: Ecks vs. Sever,70000000,19924033,8.37378,4.3,97,91.0,Action,Off-Season,2002,0.28462904285714286,0,5.1,Do not invest,70.0,19.9
Hard Rain,70000000,19870567,10.930537,5.5,179,97.0,Thriller,Off-Season,1998,0.2838652428571429,0,7.2,Do not invest,70.0,19.9
Osmosis Jones,75000000,13596911,10.54544,5.9,228,95.0,Adventure,Summer,2001,0.18129214666666665,0,13.9,Do not invest,75.0,13.6
Legends of Oz: Dorothy's Return,70000000,18662027,6.682006,5.9,43,88.0,Animation,Summer,2013,0.26660038571428574,0,4.9,Do not invest,70.0,18.7
Blackhat,70000000,17752940,46.832372,5.1,826,133.0,Crime,Off-Season,2015,0.25361342857142855,0,27.3,Do not invest,70.0,17.8
Sky Captain and the World of Tomorrow,70000000,57958696,24.664776,5.7,439,107.0,Mystery,Off-Season,2004,0.8279813714285714,0,29.1,Do not invest,70.0,58.0
Basic Instinct 2,70000000,38629478,13.483387,4.6,180,114.0,Crime,Spring,2006,0.5518496857142857,0,7.1,Do not invest,70.0,38.6
Escape Plan,50000000,122915111,44.478043,6.7,1659,115.0,Action,Off-Season,2013,2.45830222,1,74.8,Invest with confidence,50.0,122.9
The Legend of Hercules,70000000,61279452,25.020428,4.4,533,99.0,Action,Off-Season,2014,0.8754207428571429,0,23.5,Do not invest,70.0,61.3
The Sum of All Fears,68000000,193000000,22.392544,5.9,437,124.0,Thriller,Spring,2002,2.838235294117647,1,30.7,Do not invest,68.0,193.0
The Twilight Saga: Eclipse,68000000,698491347,107.069763,5.8,2301,124.0,Adventure,Summer,2010,10.271931573529411,1,78.6,Invest with confidence,68.0,698.5
The Score,68000000,71069884,22.572323,6.7,423,124.0,Action,Summer,2001,1.0451453529411765,0,27.8,Do not invest,68.0,71.1
Despicable Me,69000000,543513985,113.858273,7.1,6478,95.0,Animation,Summer,2010,7.877014275362319,1,98.1,Invest with confidence,69.0,543.5
Money Train,60000000,35431113,10.004564,5.4,222,103.0,Action,Holiday,1995,0.59051855,0,12.1,Do not invest,60.0,35.4
Ted 2,68000000,217022588,68.734513,6.2,2463,115.0,Comedy,Summer,2015,3.1915086470588236,1,86.5,Invest with confidence,68.0,217.0
Agora,70000000,39041505,18.888806,6.9,395,127.0,Adventure,Spring,2009,0.5577357857142857,0,33.9,Do not invest,70.0,39.0
Mystery Men,68000000,29762011,12.948627,5.7,250,121.0,Adventure,Summer,1999,0.4376766323529412,0,14.0,Do not invest,68.0,29.8
Hall Pass,36000000,83160734,27.11589,5.4,611,105.0,Comedy,Off-Season,2011,2.310020388888889,1,52.8,Invest with caution,36.0,83.2
The Insider,90000000,60289912,26.153669,7.3,481,157.0,Drama,Off-Season,1999,0.6698879111111111,0,15.7,Do not invest,90.0,60.3
The Finest Hours,80000000,52099090,28.223664,6.3,588,114.0,Action,Off-Season,2016,0.651238625,0,25.8,Do not invest,80.0,52.1
Body of Lies,70000000,113280098,37.507136,6.5,895,128.0,Action,Off-Season,2008,1.6182871142857143,0,43.0,Check the details,70.0,113.3
Dinner for Schmucks,69000000,86387857,11.023691,5.5,531,114.0,Comedy,Summer,2010,1.2519979275362318,0,37.0,Check the details,69.0,86.4
Abraham Lincoln: Vampire Hunter,69000000,112265139,38.634767,5.5,1269,94.0,Action,Summer,2012,1.627031,0,58.4,Invest with caution,69.0,112.3
Entrapment,66000000,212404396,25.877794,6.0,602,112.0,Romance,Spring,1999,3.2182484242424243,1,30.8,Do not invest,66.0,212.4
The X Files,66000000,189198313,18.59991,6.6,488,121.0,Mystery,Summer,1998,2.866641106060606,1,31.2,Do not invest,66.0,189.2
The Last Legion,67000000,25303038,12.282911,5.0,207,102.0,Action,Spring,2007,0.37765728358208955,0,8.7,Do not invest,67.0,25.3
Saving Private Ryan,70000000,481840909,76.041867,7.9,5048,169.0,Drama,Summer,1998,6.8834415571428575,1,96.0,Invest with confidence,70.0,481.8
Need for Speed,66000000,203277636,54.81489,6.1,1520,130.0,Action,Spring,2014,3.0799641818181818,1,67.1,Invest with caution,66.0,203.3
What Women Want,70000000,374111707,31.39165,6.1,992,127.0,Comedy,Holiday,2000,5.344452957142857,1,76.8,Invest with confidence,70.0,374.1
Ice Age,59000000,383257136,99.561972,7.1,3857,81.0,Animation,Spring,2002,6.495883661016949,1,98.4,Invest with confidence,59.0,383.3
Dreamcatcher,68000000,75715436,26.792794,5.3,567,136.0,Drama,Spring,2003,1.113462294117647,0,27.4,Do not invest,68.0,75.7
Lincoln,65000000,275293450,36.307296,6.7,1429,149.0,History,Holiday,2012,4.2352838461538465,1,75.7,Invest with confidence,65.0,275.3
The Matrix,63000000,463517383,104.309993,7.9,8907,136.0,Action,Spring,1999,7.357418777777778,1,95.5,Invest with confidence,63.0,463.5
Apollo 13,52000000,355237933,68.140214,7.3,1599,140.0,Drama,Summer,1995,6.831498711538462,1,86.8,Invest with confidence,52.0,355.2
The Santa Clause 2,65000000,172855065,14.646884,5.5,297,104.0,Fantasy,Off-Season,2002,2.6593086923076923,1,19.5,Do not invest,65.0,172.9
Les Misérables,61000000,441809770,48.356214,7.1,1884,157.0,Drama,Holiday,2012,7.242783114754098,1,73.1,Invest with confidence,61.0,441.8
You've Got Mail,65000000,250821495,28.540267,6.3,838,119.0,Comedy,Holiday,1998,3.8587922307692306,1,37.1,Check the details,65.0,250.8
Step Brothers,65000000,128107642,22.977983,6.5,1062,98.0,Comedy,Summer,2008,1.9708868,0,62.5,Invest with caution,65.0,128.1
The Mask of Zorro,95000000,250288523,31.086791,6.3,1183,136.0,Action,Summer,1998,2.6346160315789473,1,51.8,Invest with caution,95.0,250.3
Due Date,65000000,211780824,43.865294,6.2,1685,95.0,Comedy,Holiday,2010,3.2581665230769232,1,89.5,Invest with confidence,65.0,211.8
Unbroken,65000000,163442937,43.055253,7.3,1400,137.0,Drama,Holiday,2014,2.514506723076923,1,76.4,Invest with confidence,65.0,163.4
Space Cowboys,65000000,128884132,15.772081,6.3,403,130.0,Action,Summer,2000,1.9828328,0,28.8,Do not invest,65.0,128.9
Cliffhanger,70000000,255000211,26.19909,6.1,588,112.0,Action,Spring,1993,3.642860157142857,1,29.9,Do not invest,70.0,255.0
Broken Arrow,50000000,150270147,22.769108,5.7,453,108.0,Action,Off-Season,1996,3.00540294,1,32.0,Do not invest,50.0,150.3
The Kid,65000000,69700000,18.281798,6.0,238,104.0,Fantasy,Summer,2000,1.0723076923076924,0,13.8,Do not invest,65.0,69.7
World Trade Center,63000000,162945894,24.697533,5.9,447,128.0,Drama,Summer,2006,2.586442761904762,1,36.2,Check the details,63.0,162.9
The Dictator,65000000,179379533,31.349143,5.9,1743,83.0,Comedy,Spring,2012,2.759685123076923,1,88.7,Invest with confidence,65.0,179.4
Eyes Wide Shut,65000000,162091208,27.870312,7.1,1234,159.0,Mystery,Summer,1999,2.4937108923076923,1,52.4,Invest with caution,65.0,162.1
Annie,65000000,133821816,33.439187,6.0,466,119.0,Comedy,Holiday,2014,2.058797169230769,1,44.4,Check the details,65.0,133.8
Focus,50100000,153962963,59.634029,6.7,2542,105.0,Romance,Off-Season,2015,3.0731130339321355,1,87.3,Invest with confidence,50.1,154.0
This Means War,65000000,156974557,38.994297,5.9,1389,103.0,Action,Off-Season,2012,2.4149931846153847,1,62.0,Invest with caution,65.0,157.0
Blade: Trinity,65000000,128905366,49.660055,5.7,1252,123.0,Science Fiction,Holiday,2004,1.983159476923077,0,64.7,Invest with caution,65.0,128.9
Red Dawn,4200000,38376497,11.743085,6.4,215,114.0,Action,Summer,1984,9.13726119047619,1,79.6,Invest with confidence,4.2,38.4
Resident Evil: Retribution,65000000,240159255,6.227675,5.6,1600,95.0,Action,Off-Season,2012,3.6947577692307694,1,72.7,Invest with confidence,65.0,240.2
Death Race,45000000,73762516,42.57877,6.0,1175,105.0,Action,Summer,2008,1.6391670222222223,0,81.7,Invest with confidence,45.0,73.8
The Long Kiss Goodnight,65000000,89456761,15.858629,6.5,314,120.0,Crime,Off-Season,1996,1.3762578615384615,0,19.4,Do not invest,65.0,89.5
Zathura: A Space Adventure,65000000,64321501,15.194239,6.1,779,101.0,Family,Holiday,2005,0.9895615538461539,0,40.0,Check the details,65.0,64.3
Fight Club,63000000,100853753,146.757391,8.3,9413,139.0,Drama,Off-Season,1999,1.6008532222222223,0,47.0,Check the details,63.0,100.9
We Are Marshall,65000000,43545364,8.629665,6.7,186,124.0,Drama,Holiday,2006,0.6699286769230769,0,12.8,Do not invest,65.0,43.5
Hudson Hawk,65000000,17218080,16.803457,5.4,269,100.0,Action,Spring,1991,0.26489353846153846,0,11.0,Do not invest,65.0,17.2
"I, Frankenstein",65000000,71154592,31.324734,5.0,687,92.0,Horror,Off-Season,2014,1.0946860307692308,0,38.1,Check the details,65.0,71.2
Oliver Twist,50000000,42093706,20.415572,6.7,274,130.0,Crime,Off-Season,2005,0.84187412,0,17.2,Do not invest,50.0,42.1
Elektra,43000000,56681566,28.613892,4.8,575,97.0,Action,Off-Season,2005,1.3181759534883721,0,40.9,Check the details,43.0,56.7
Sin City: A Dame to Kill For,65000000,39407616,85.428395,6.3,1286,102.0,Crime,Summer,2014,0.6062710153846154,0,49.0,Check the details,65.0,39.4
Random Hearts,64000000,74608570,4.137237,5.3,63,133.0,Drama,Off-Season,1999,1.16575890625,0,4.8,Do not invest,64.0,74.6
Everest,55000000,203427584,60.246978,6.7,1772,121.0,Adventure,Off-Season,2015,3.6986833454545454,1,82.2,Invest with confidence,55.0,203.4
Perfume: The Story of a Murderer,50000000,132180323,42.551902,7.1,1165,147.0,Crime,Off-Season,2006,2.64360646,1,70.9,Invest with confidence,50.0,132.2
Austin Powers in Goldmember,63000000,296655431,40.137264,5.9,979,94.0,Comedy,Summer,2002,4.7088163650793655,1,76.7,Invest with confidence,63.0,296.7
Astro Boy,65000000,44091067,24.857079,6.1,409,94.0,Animation,Off-Season,2009,0.6783241076923077,0,35.4,Check the details,65.0,44.1
Jurassic Park,63000000,920100000,40.413191,7.6,4856,127.0,Adventure,Summer,1993,14.604761904761904,1,94.3,Invest with confidence,63.0,920.1
Wyatt Earp,63000000,25052000,13.859307,6.5,202,191.0,Drama,Summer,1994,0.39765079365079364,0,10.3,Do not invest,63.0,25.1
Clear and Present Danger,62000000,215887717,18.832471,6.4,386,141.0,Action,Summer,1994,3.482059951612903,1,26.7,Do not invest,62.0,215.9
Dragon Blade,65000000,121545703,9.568884,5.9,145,127.0,Action,Off-Season,2015,1.8699338923076922,0,8.0,Do not invest,65.0,121.5
Little Man,64000000,101595121,12.421504,5.3,261,98.0,Comedy,Summer,2006,1.587423765625,0,13.8,Do not invest,64.0,101.6
U-571,62000000,127666415,18.096884,6.1,340,116.0,Action,Spring,2000,2.0591357258064518,1,25.1,Do not invest,62.0,127.7
The American President,62000000,107879496,11.056763,6.5,195,106.0,Comedy,Holiday,1995,1.739991870967742,0,9.9,Do not invest,62.0,107.9
The Love Guru,62000000,41819064,13.218008,4.3,242,87.0,Comedy,Summer,2008,0.6745010322580646,0,14.7,Do not invest,62.0,41.8
3000 Miles to Graceland,62000000,18720175,11.262655,5.8,178,125.0,Action,Off-Season,2001,0.3019383064516129,0,8.1,Do not invest,62.0,18.7
The Hateful Eight,44000000,155760117,68.717016,7.6,4274,167.0,Crime,Holiday,2015,3.5400026590909093,1,94.9,Invest with confidence,44.0,155.8
Hop,63000000,183953723,16.791058,5.5,331,95.0,Animation,Spring,2011,2.919900365079365,1,26.2,Do not invest,63.0,184.0
300,65000000,422610419,65.197968,7.0,4997,117.0,Action,Holiday,2006,6.501698753846154,1,95.6,Invest with confidence,65.0,422.6
Meet the Fockers,80000000,516642939,32.829538,6.1,1373,115.0,Comedy,Holiday,2004,6.4580367375,1,77.8,Invest with confidence,80.0,516.6
Marley & Me,60000000,244082376,30.951203,6.9,1343,115.0,Comedy,Holiday,2008,4.0680396,1,77.8,Invest with confidence,60.0,244.1
The Green Mile,60000000,284600000,103.698022,8.2,4048,189.0,Fantasy,Holiday,1999,4.743333333333333,1,92.1,Invest with confidence,60.0,284.6
Chicken Little,150000000,314432665,47.973995,5.6,944,81.0,Animation,Holiday,2005,2.096217766666667,1,78.1,Invest with confidence,150.0,314.4
Gone Girl,61000000,369330363,143.041543,7.9,5862,145.0,Mystery,Off-Season,2014,6.054596114754099,1,95.3,Invest with confidence,61.0,369.3
The Bourne Identity,60000000,214034224,86.476817,7.3,3583,119.0,Action,Summer,2002,3.567237066666667,1,96.3,Invest with confidence,60.0,214.0
GoldenEye,58000000,352194034,59.824565,6.6,1174,130.0,Adventure,Holiday,1995,6.072310931034483,1,80.2,Invest with confidence,58.0,352.2
The General's Daughter,60000000,149705852,18.345613,6.1,205,116.0,Crime,Summer,1999,2.4950975333333334,1,34.9,Do not invest,60.0,149.7
The Truman Show,60000000,264118201,56.488027,7.8,4537,103.0,Comedy,Summer,1998,4.401970016666667,1,97.4,Invest with confidence,60.0,264.1
The Prince of Egypt,70000000,218613188,29.464852,6.8,817,99.0,Adventure,Holiday,1998,3.1230455428571426,1,50.2,Invest with caution,70.0,218.6
Daddy Day Care,60000000,164433867,18.106021,5.6,506,92.0,Comedy,Spring,2003,2.74056445,1,41.8,Check the details,60.0,164.4
2 Guns,61000000,131940411,42.881415,6.6,1589,109.0,Action,Summer,2013,2.162957557377049,1,74.4,Invest with confidence,61.0,131.9
Cats & Dogs,60000000,93375151,18.735024,5.0,352,87.0,Comedy,Summer,2001,1.5562525166666668,0,26.4,Do not invest,60.0,93.4
The Italian Job,60000000,176070171,62.766854,6.6,1919,110.0,Action,Spring,2003,2.93450285,1,68.9,Invest with caution,60.0,176.1
Two Weeks Notice,60000000,93354918,24.153567,5.9,487,101.0,Romance,Holiday,2002,1.5559153,0,37.6,Check the details,60.0,93.4
Antz,60000000,171757863,41.515702,6.0,1272,83.0,Adventure,Off-Season,1998,2.86263105,1,75.0,Invest with confidence,60.0,171.8
Couples Retreat,70000000,171844840,26.676487,5.3,588,113.0,Comedy,Off-Season,2009,2.4549262857142855,1,29.3,Do not invest,70.0,171.8
Days of Thunder,60000000,157920733,16.278022,5.9,353,107.0,Adventure,Summer,1990,2.632012216666667,1,25.5,Do not invest,60.0,157.9
Cheaper by the Dozen 2,60000000,129181830,18.831023,5.7,526,94.0,Comedy,Holiday,2005,2.1530305,1,51.0,Invest with caution,60.0,129.2
Maze Runner: The Scorch Trials,61000000,311256926,113.161483,6.4,3040,132.0,Action,Off-Season,2015,5.102572557377049,1,92.2,Invest with confidence,61.0,311.3
Eat Pray Love,60000000,204594016,28.800112,5.8,636,133.0,Drama,Summer,2010,3.4099002666666665,1,36.2,Check the details,60.0,204.6
RED,58000000,71664962,41.430245,6.6,2808,111.0,Action,Off-Season,2010,1.2356027931034483,0,87.6,Invest with confidence,58.0,71.7
Any Given Sunday,55000000,100230832,23.127561,6.8,422,163.0,Drama,Holiday,1999,1.8223787636363635,0,47.6,Check the details,55.0,100.2
The Horse Whisperer,60000000,186883563,12.867352,6.7,292,170.0,Drama,Spring,1998,3.11472605,1,23.4,Do not invest,60.0,186.9
Collateral,65000000,217764291,44.815022,7.0,1451,120.0,Drama,Summer,2004,3.3502198615384615,1,73.8,Invest with confidence,65.0,217.8
The Scorpion King,60000000,165333180,37.537093,5.3,779,92.0,Action,Spring,2002,2.755553,1,21.2,Do not invest,60.0,165.3
Ladder 49,60000000,74541707,10.99991,6.2,207,115.0,Drama,Off-Season,2004,1.2423617833333334,0,7.9,Do not invest,60.0,74.5
Jack Reacher,60000000,218340595,56.868399,6.3,2998,130.0,Crime,Holiday,2012,3.6390099166666667,1,94.3,Invest with confidence,60.0,218.3
Deep Blue Sea,60000000,73648228,22.991269,5.6,604,105.0,Action,Summer,1999,1.2274704666666667,0,30.5,Do not invest,60.0,73.6
